title,url,description,document_type,category,subcategory,slug,file_name,source_line_number
Update the rate card products order,https://docs.metronome.com/api-reference/rate-cards/update-the-rate-card-products-order.md,The ordering of products on a rate card determines the order in which the products will appear on customers' invoices. Use this endpoint to set the order of specific products on the rate card by moving them relative to their current location.,api_reference,rate-cards,,update-the-rate-card-products-order,update-the-rate-card-products-order.md,104
Build with the Metronome SDKs,https://docs.metronome.com/api-reference/sdks.md,,api_reference,,,sdks,sdks.md,105
Get audit logs,https://docs.metronome.com/api-reference/security/get-audit-logs.md,"Get a comprehensive audit trail of all operations performed in your Metronome account, whether initiated through the API, web interface, or automated processes. This endpoint provides detailed logs of who did what and when, enabling compliance reporting, security monitoring, and operational troubles…",api_reference,security,,get-audit-logs,get-audit-logs.md,106
Get services,https://docs.metronome.com/api-reference/security/get-services.md,"Gets Metronome's service registry with associated IP addresses for security allowlisting and firewall configuration. Use this endpoint to maintain an up-to-date list of IPs that your systems should trust for Metronome communications. Returns service names and their current IP ranges, with new IPs ty…",api_reference,security,,get-services,get-services.md,107
List account-level billing providers,https://docs.metronome.com/api-reference/settings/list-account-level-billing-providers.md,"Lists all configured billing providers and their delivery method configurations for your account. Returns provider details, delivery method IDs, and configuration settings needed for mapping individual customer contracts to billing integrations.",api_reference,settings,,list-account-level-billing-providers,list-account-level-billing-providers.md,108
List pricing units,https://docs.metronome.com/api-reference/settings/list-pricing-units.md,"List all pricing units. All fiat currency types (for example, USD or GBP) will be included, as well as any custom pricing units that were configured. Custom pricing units can be used to charge for usage in a non-fiat pricing unit, for example AI credits.",api_reference,settings,,list-pricing-units,list-pricing-units.md,109
Set up account-level billing provider,https://docs.metronome.com/api-reference/settings/set-up-account-level-billing-provider.md,"Set up account-level configuration for a billing provider. Once configured, individual contracts across customers can be mapped to this configuration using the returned delivery_method_id.",api_reference,settings,,set-up-account-level-billing-provider,set-up-account-level-billing-provider.md,110
Upsert Anrok API token,https://docs.metronome.com/api-reference/settings/upsert-anrok-api-token.md,"Set the Anrok API token for some specified delivery_method_ids, which can be found in the `/listConfiguredBillingProviders` response. This maps the Anrok key to the appropriate billing entity. These API tokens are only used for Threshold Billing workflows today.",api_reference,settings,,upsert-anrok-api-token,upsert-anrok-api-token.md,111
Upsert Avalara credentials,https://docs.metronome.com/api-reference/settings/upsert-avalara-credentials.md,"Set the Avalara credentials for some specified `delivery_method_ids`, which can be found in the `/listConfiguredBillingProviders` response. This maps the Avalara credentials to the appropriate billing entity. These credentials are only used for PLG Invoicing today.",api_reference,settings,,upsert-avalara-credentials,upsert-avalara-credentials.md,112
API status codes,https://docs.metronome.com/api-reference/status-codes.md,,api_reference,,,status-codes,status-codes.md,113
Get batched usage data,https://docs.metronome.com/api-reference/usage/get-batched-usage-data.md,"Retrieve aggregated usage data across multiple customers and billable metrics in a single query. This batch endpoint enables you to fetch usage patterns at scale, broken down by time windows, making it ideal for building analytics dashboards, generating reports, and monitoring platform-wide usage tr…",api_reference,usage,,get-batched-usage-data,get-batched-usage-data.md,114
Get usage data with paginated groupings,https://docs.metronome.com/api-reference/usage/get-usage-data-with-paginated-groupings.md,"Retrieve granular usage data for a specific customer and billable metric, with the ability to break down usage by custom grouping dimensions. This endpoint enables deep usage analytics by segmenting data across attributes like region, user, model type, or any custom dimension defined in your billabl…",api_reference,usage,,get-usage-data-with-paginated-groupings,get-usage-data-with-paginated-groupings.md,115
Ingest events,https://docs.metronome.com/api-reference/usage/ingest-events.md,"The ingest endpoint is the primary method for sending usage events to Metronome, serving as the foundation for all billing calculations in your usage-based pricing model. This high-throughput endpoint is designed for real-time streaming ingestion, supports backdating 34 days, and is built to handle…",api_reference,usage,,ingest-events,ingest-events.md,116
Search events,https://docs.metronome.com/api-reference/usage/search-events.md,This endpoint retrieves events by transaction ID for events that occurred within the last 34 days. It is specifically designed for sampling-based testing workflows to detect revenue leakage. The Event Search API provides a critical observability tool that validates the integrity of your usage pipeli…,api_reference,usage,,search-events,search-events.md,117
Manage contract lifecycle transitions,https://docs.metronome.com/guides/customers-billing/manage-customers/manage-customer-lifecycle.md,,guide,customers-billing,manage-customers,manage-customer-lifecycle,manage-customer-lifecycle.md,118
Manage product access,https://docs.metronome.com/guides/customers-billing/manage-customers/manage-product-access.md,,guide,customers-billing,manage-customers,manage-product-access,manage-product-access.md,119
Provision a customer,https://docs.metronome.com/guides/customers-billing/manage-customers/provision-a-customer.md,"In Metronome, customers are the recipients of an invoice and may represent individual users, enterprises, API keys, or whatever specification your organization needs. This guide describes how to provision a customer in Metronome.",guide,customers-billing,manage-customers,provision-a-customer,provision-a-customer.md,120
Schedule a billing provider change,https://docs.metronome.com/guides/customers-billing/manage-customers/schedule-billing-provider-change.md,Switch billing providers on an existing contract without creating a new one.,guide,customers-billing,manage-customers,schedule-billing-provider-change,schedule-billing-provider-change.md,121
Spend trackers,https://docs.metronome.com/guides/customers-billing/manage-customers/spend-trackers.md,,guide,customers-billing,manage-customers,spend-trackers,spend-trackers.md,122
Let customers manage spend and usage,https://docs.metronome.com/guides/customers-billing/optimize-customer-experience/customer-controls.md,,guide,customers-billing,optimize-customer-experience,customer-controls,customer-controls.md,123
Build API-powered customer dashboards,https://docs.metronome.com/guides/customers-billing/optimize-customer-experience/customer-dashboards-and-reporting.md,,guide,customers-billing,optimize-customer-experience,customer-dashboards-and-reporting,customer-dashboards-and-reporting.md,124
Track the remaining balance of a credit or commit,https://docs.metronome.com/guides/customers-billing/optimize-customer-experience/get-remaining-balance.md,,guide,customers-billing,optimize-customer-experience,get-remaining-balance,get-remaining-balance.md,125
India e-mandate support for Stripe invoices,https://docs.metronome.com/guides/customers-billing/optimize-customer-experience/india-e-mandates.md,Invoice Indian credit cards using RBI-compliant Stripe mandates.,guide,customers-billing,optimize-customer-experience,india-e-mandates,india-e-mandates.md,126
Set prepaid balance thresholds,https://docs.metronome.com/guides/customers-billing/optimize-customer-experience/prepaid-balance-thresholds.md,,guide,customers-billing,optimize-customer-experience,prepaid-balance-thresholds,prepaid-balance-thresholds.md,127
Preview event costs,https://docs.metronome.com/guides/customers-billing/optimize-customer-experience/preview-event-cost.md,Preview the cost of customer actions before they’re incurred.,guide,customers-billing,optimize-customer-experience,preview-event-cost,preview-event-cost.md,128
Enforce spend thresholds,https://docs.metronome.com/guides/customers-billing/optimize-customer-experience/set-customer-spend-control.md,,guide,customers-billing,optimize-customer-experience,set-customer-spend-control,set-customer-spend-control.md,129
Overview,https://docs.metronome.com/guides/customers-billing/overview.md,,guide,customers-billing,,overview,overview.md,130
Create alert specifiers,https://docs.metronome.com/guides/customers-billing/set-up-notifications/create-alert-specifiers.md,,guide,customers-billing,set-up-notifications,create-alert-specifiers,create-alert-specifiers.md,131
Manage your customer lifecycle with Metronome notifications,https://docs.metronome.com/guides/customers-billing/set-up-notifications/create-and-manage-notifications.md,,guide,customers-billing,set-up-notifications,create-and-manage-notifications,create-and-manage-notifications.md,132
Offset notifications,https://docs.metronome.com/guides/customers-billing/set-up-notifications/offset-notifications.md,,guide,customers-billing,set-up-notifications,offset-notifications,offset-notifications.md,133
System notifications,https://docs.metronome.com/guides/customers-billing/set-up-notifications/system-notifications.md,,guide,customers-billing,set-up-notifications,system-notifications,system-notifications.md,134
Threshold notifications,https://docs.metronome.com/guides/customers-billing/set-up-notifications/threshold-notifications.md,,guide,customers-billing,set-up-notifications,threshold-notifications,threshold-notifications.md,135
Design usage events,https://docs.metronome.com/guides/events/design-usage-events.md,,guide,events,,design-usage-events,design-usage-events.md,136
Usage events at scale,https://docs.metronome.com/guides/events/high-volume-ingestion.md,,guide,events,,high-volume-ingestion,high-volume-ingestion.md,137
Send usage events,https://docs.metronome.com/guides/events/send-usage-events.md,,guide,events,,send-usage-events,send-usage-events.md,138
API quickstart,https://docs.metronome.com/guides/get-started/api-quickstart.md,Get to your first invoice with the Metronome API,guide,get-started,,api-quickstart,api-quickstart.md,139
Build with the Metronome SDKs,https://docs.metronome.com/guides/get-started/developer-sdks.md,,guide,get-started,,developer-sdks,developer-sdks.md,140
Metronome Docs,https://docs.metronome.com/guides/get-started/home.md,,guide,get-started,,home,home.md,141
How Metronome works,https://docs.metronome.com/guides/get-started/how-metronome-works.md,,guide,get-started,,how-metronome-works,how-metronome-works.md,142
Get to your first invoice,https://docs.metronome.com/guides/get-started/metronome-dashboard-quickstart.md,"This guide walks you through setting up billing, entirely in the Metronome dashboard.",guide,get-started,,metronome-dashboard-quickstart,metronome-dashboard-quickstart.md,143
Manage contracts in Stripe,https://docs.metronome.com/guides/get-started/stripe-marketplace-app.md,,guide,get-started,,stripe-marketplace-app,stripe-marketplace-app.md,144
Create streaming billable metrics,https://docs.metronome.com/guides/implement-metronome/core-concepts/billable-metrics-basic-filters.md,,guide,implement-metronome,core-concepts,billable-metrics-basic-filters,billable-metrics-basic-filters.md,145
Create SQL billable metrics,https://docs.metronome.com/guides/implement-metronome/core-concepts/billable-metrics-sql-editor.md,,guide,implement-metronome,core-concepts,billable-metrics-sql-editor,billable-metrics-sql-editor.md,146
Create billable metrics,https://docs.metronome.com/guides/implement-metronome/core-concepts/create-billable-metrics.md,,guide,implement-metronome,core-concepts,create-billable-metrics,create-billable-metrics.md,147
Create and manage rate cards,https://docs.metronome.com/guides/implement-metronome/core-concepts/create-manage-rate-cards.md,,guide,implement-metronome,core-concepts,create-manage-rate-cards,create-manage-rate-cards.md,148
Create products,https://docs.metronome.com/guides/implement-metronome/core-concepts/create-products-contracts.md,,guide,implement-metronome,core-concepts,create-products-contracts,create-products-contracts.md,149
How Metronome invoices work,https://docs.metronome.com/guides/implement-metronome/core-concepts/how-invoicing-works.md,,guide,implement-metronome,core-concepts,how-invoicing-works,how-invoicing-works.md,150
Non-monotonically increasing metrics,https://docs.metronome.com/guides/implement-metronome/core-concepts/non-monotonically-increasing-metrics.md,,guide,implement-metronome,core-concepts,non-monotonically-increasing-metrics,non-monotonically-increasing-metrics.md,151
Create packages,https://docs.metronome.com/guides/implement-metronome/core-concepts/packages-overview.md,,guide,implement-metronome,core-concepts,packages-overview,packages-overview.md,152
Provision a customer contract,https://docs.metronome.com/guides/implement-metronome/core-concepts/provision-contract.md,,guide,implement-metronome,core-concepts,provision-contract,provision-contract.md,153
Provision a customer,https://docs.metronome.com/guides/implement-metronome/core-concepts/provision-customer.md,,guide,implement-metronome,core-concepts,provision-customer,provision-customer.md,154
Send usage events,https://docs.metronome.com/guides/implement-metronome/core-concepts/send-usage-events.md,,guide,implement-metronome,core-concepts,send-usage-events,send-usage-events.md,155
Plan your billing architecture,https://docs.metronome.com/guides/implement-metronome/planning-your-billing-architecture.md,Start asking the right questions to ensure your billing architecture is built for success today and into the future.,guide,implement-metronome,,planning-your-billing-architecture,planning-your-billing-architecture.md,156
Metronome go-live checklist,https://docs.metronome.com/guides/implement-metronome/production-checklist.md,,guide,implement-metronome,,production-checklist,production-checklist.md,157
Import existing invoices,https://docs.metronome.com/guides/invoices/invoice-optimization/import-existing-invoices.md,,guide,invoices,invoice-optimization,import-existing-invoices,import-existing-invoices.md,158
Issue credit memos,https://docs.metronome.com/guides/invoices/invoice-optimization/issue-credit-memos.md,,guide,invoices,invoice-optimization,issue-credit-memos,issue-credit-memos.md,159
Overview,https://docs.metronome.com/guides/invoices/overview.md,,guide,invoices,,overview,overview.md,160
Allowlist the Metronome API,https://docs.metronome.com/guides/platform-configuration/allowlist.md,,guide,platform-configuration,,allowlist,allowlist.md,161
Audit logs,https://docs.metronome.com/guides/platform-configuration/audit-logs.md,,guide,platform-configuration,,audit-logs,audit-logs.md,162
Metronome's pricing model,https://docs.metronome.com/guides/platform-configuration/metronome-pricing-model.md,,guide,platform-configuration,,metronome-pricing-model,metronome-pricing-model.md,163
Role-based access control (RBAC),https://docs.metronome.com/guides/platform-configuration/role-based-access-rbac.md,,guide,platform-configuration,,role-based-access-rbac,role-based-access-rbac.md,164
Metronome's security principles,https://docs.metronome.com/guides/platform-configuration/security-principles.md,,guide,platform-configuration,,security-principles,security-principles.md,165
Webhooks,https://docs.metronome.com/guides/platform-configuration/setup-webhooks.md,,guide,platform-configuration,,setup-webhooks,setup-webhooks.md,166
Single sign-on (SSO),https://docs.metronome.com/guides/platform-configuration/single-sign-on-sso.md,,guide,platform-configuration,,single-sign-on-sso,single-sign-on-sso.md,167
Set threshold notifications on credit and commits,https://docs.metronome.com/guides/pricing-packaging/apply-credits-and-commits/alerts.md,,guide,pricing-packaging,apply-credits-and-commits,alerts,alerts.md,168
Apply credits and commits to contracts,https://docs.metronome.com/guides/pricing-packaging/apply-credits-and-commits/create-a-pre-paid-commit.md,,guide,pricing-packaging,apply-credits-and-commits,create-a-pre-paid-commit,create-a-pre-paid-commit.md,169
Offer discounts on commits,https://docs.metronome.com/guides/pricing-packaging/apply-credits-and-commits/discounting-on-commits.md,,guide,pricing-packaging,apply-credits-and-commits,discounting-on-commits,discounting-on-commits.md,170
Guarantee zero overages,https://docs.metronome.com/guides/pricing-packaging/apply-credits-and-commits/guarantee-zero-overages.md,,guide,pricing-packaging,apply-credits-and-commits,guarantee-zero-overages,guarantee-zero-overages.md,171
Payment-gated commits,https://docs.metronome.com/guides/pricing-packaging/apply-credits-and-commits/manual-payment-gated-commits.md,,guide,pricing-packaging,apply-credits-and-commits,manual-payment-gated-commits,manual-payment-gated-commits.md,172
Understand prioritization rules,https://docs.metronome.com/guides/pricing-packaging/apply-credits-and-commits/prioritization-rules.md,,guide,pricing-packaging,apply-credits-and-commits,prioritization-rules,prioritization-rules.md,173
Target usage with credits and commits,https://docs.metronome.com/guides/pricing-packaging/apply-credits-and-commits/target-credit-and-commits.md,,guide,pricing-packaging,apply-credits-and-commits,target-credit-and-commits,target-credit-and-commits.md,174
Create a free trial,https://docs.metronome.com/guides/pricing-packaging/billing-model-guides/create-a-trial.md,,guide,pricing-packaging,billing-model-guides,create-a-trial,create-a-trial.md,175
Launch an enterprise commit model,https://docs.metronome.com/guides/pricing-packaging/billing-model-guides/enterprise-commit.md,,guide,pricing-packaging,billing-model-guides,enterprise-commit,enterprise-commit.md,176
Guides home,https://docs.metronome.com/guides/pricing-packaging/billing-model-guides/guides-home.md,,guide,pricing-packaging,billing-model-guides,guides-home,guides-home.md,177
Launch a hybrid business model,https://docs.metronome.com/guides/pricing-packaging/billing-model-guides/hybrid-business-models.md,,guide,pricing-packaging,billing-model-guides,hybrid-business-models,hybrid-business-models.md,178
Model hierarchical customer relationships,https://docs.metronome.com/guides/pricing-packaging/billing-model-guides/model-hierarchical-customer-relationships.md,,guide,pricing-packaging,billing-model-guides,model-hierarchical-customer-relationships,model-hierarchical-customer-relationships.md,179
Launch a pay-as-you-go business model,https://docs.metronome.com/guides/pricing-packaging/billing-model-guides/pay-as-you-go.md,,guide,pricing-packaging,billing-model-guides,pay-as-you-go,pay-as-you-go.md,180
Launch a prepaid credits business model,https://docs.metronome.com/guides/pricing-packaging/billing-model-guides/prepaid-credits.md,,guide,pricing-packaging,billing-model-guides,prepaid-credits,prepaid-credits.md,181
Edit a contract,https://docs.metronome.com/guides/pricing-packaging/make-pricing-changes/edit-contract.md,,guide,pricing-packaging,make-pricing-changes,edit-contract,edit-contract.md,182
Contract edits and overrides,https://docs.metronome.com/guides/pricing-packaging/make-pricing-changes/edit-or-override-a-contract.md,,guide,pricing-packaging,make-pricing-changes,edit-or-override-a-contract,edit-or-override-a-contract.md,183
Launch new pricing​,https://docs.metronome.com/guides/pricing-packaging/make-pricing-changes/make-a-pricing-change.md,,guide,pricing-packaging,make-pricing-changes,make-a-pricing-change,make-a-pricing-change.md,184
Set currencies and custom pricing units,https://docs.metronome.com/guides/pricing-packaging/make-pricing-changes/use-currency-custompricingunits.md,,guide,pricing-packaging,make-pricing-changes,use-currency-custompricingunits,use-currency-custompricingunits.md,185
Overview,https://docs.metronome.com/guides/pricing-packaging/overview.md,,guide,pricing-packaging,,overview,overview.md,186
Define subscription pricing,https://docs.metronome.com/guides/pricing-packaging/subscription/define-subscription-pricing.md,,guide,pricing-packaging,subscription,define-subscription-pricing,define-subscription-pricing.md,187
Manage seats,https://docs.metronome.com/guides/pricing-packaging/subscription/manage-seats.md,,guide,pricing-packaging,subscription,manage-seats,manage-seats.md,188
Manage subscription lifecycle,https://docs.metronome.com/guides/pricing-packaging/subscription/manage-subscription-lifecycle.md,,guide,pricing-packaging,subscription,manage-subscription-lifecycle,manage-subscription-lifecycle.md,189
Provision your customer,https://docs.metronome.com/guides/pricing-packaging/subscription/provision-your-customer.md,,guide,pricing-packaging,subscription,provision-your-customer,provision-your-customer.md,190
Overview,https://docs.metronome.com/guides/pricing-packaging/subscription/subscription-overview.md,,guide,pricing-packaging,subscription,subscription-overview,subscription-overview.md,191
SQL cookbook,https://docs.metronome.com/guides/reporting-insights/data-export/cookbook.md,Common SQL queries and examples for analyzing your Metronome data warehouse exports,guide,reporting-insights,data-export,cookbook,cookbook.md,192
Database reference,https://docs.metronome.com/guides/reporting-insights/data-export/database-reference.md,,guide,reporting-insights,data-export,database-reference,database-reference.md,193
Overview,https://docs.metronome.com/guides/reporting-insights/data-export/overview.md,,guide,reporting-insights,data-export,overview,overview.md,194
ASC 606 revenue recognition guide for usage companies,https://docs.metronome.com/guides/reporting-insights/financial-reporting/asc-606-revenue-recognition.md,,guide,reporting-insights,financial-reporting,asc-606-revenue-recognition,asc-606-revenue-recognition.md,195
Reconcile data,https://docs.metronome.com/guides/reporting-insights/financial-reporting/reconcile-data.md,,guide,reporting-insights,financial-reporting,reconcile-data,reconcile-data.md,196
How revenue recognition works,https://docs.metronome.com/guides/reporting-insights/financial-reporting/revenue-recognition.md,,guide,reporting-insights,financial-reporting,revenue-recognition,revenue-recognition.md,197
Revenue recognition examples,https://docs.metronome.com/guides/reporting-insights/financial-reporting/revenue-recognition-examples.md,,guide,reporting-insights,financial-reporting,revenue-recognition-examples,revenue-recognition-examples.md,198
Get commit and usage analytics,https://docs.metronome.com/guides/reporting-insights/gtm-reporting/get-commit-and-usage-analytics.md,,guide,reporting-insights,gtm-reporting,get-commit-and-usage-analytics,get-commit-and-usage-analytics.md,199
Access in-app reports,https://docs.metronome.com/guides/reporting-insights/in-app-reporting.md,,guide,reporting-insights,,in-app-reporting,in-app-reporting.md,200
Invoice with other systems,https://docs.metronome.com/integrations/invoice-integrations/custom-invoice-integrations.md,,guide,invoice-integrations,,custom-invoice-integrations,custom-invoice-integrations.md,201
Integrate with NetSuite,https://docs.metronome.com/integrations/invoice-integrations/netsuite.md,,guide,invoice-integrations,,netsuite,netsuite.md,202
Invoice with Stripe,https://docs.metronome.com/integrations/invoice-integrations/stripe.md,,guide,invoice-integrations,,stripe,stripe.md,203
Invoice with AWS,https://docs.metronome.com/integrations/marketplace-integrations/aws.md,,guide,marketplace-integrations,,aws,aws.md,204
Invoice with Azure,https://docs.metronome.com/integrations/marketplace-integrations/azure.md,This guide describes how to enable Metronome to invoice on your behalf through the Azure Marketplace.,guide,marketplace-integrations,,azure,azure.md,205
Invoice with GCP,https://docs.metronome.com/integrations/marketplace-integrations/gcp.md,This guide describes how to enable Metronome to invoice on your behalf through GCP Marketplace.,guide,marketplace-integrations,,gcp,gcp.md,206
Send usage events from Segment,https://docs.metronome.com/integrations/platform-integrations/segment.md,,guide,platform-integrations,,segment,segment.md,207
Sync into Salesforce,https://docs.metronome.com/integrations/platform-integrations/sfdc-integration.md,,guide,platform-integrations,,sfdc-integration,sfdc-integration.md,208
Set up the Metronome Workato connector,https://docs.metronome.com/integrations/platform-integrations/workato-connector.md,,guide,platform-integrations,,workato-connector,workato-connector.md,209
Anrok,https://docs.metronome.com/integrations/tax-integrations/anrok.md,Learn how to configure Anrok as your tax provider with Metronome and Stripe invoicing.,guide,tax-integrations,,anrok,anrok.md,210
Avalara,https://docs.metronome.com/integrations/tax-integrations/avalara.md,Learn how to configure Avalara AvaTax as your tax provider with Metronome and Stripe invoicing.,guide,tax-integrations,,avalara,avalara.md,211
Stripe Tax,https://docs.metronome.com/integrations/tax-integrations/stripe-tax.md,Learn how to configure Stripe Tax with Metronome for automatic sales tax calculation on Stripe invoices.,guide,tax-integrations,,stripe-tax,stripe-tax.md,212
